$version=1
!.Num ....Name.... FROM........ TO.......... Type Currency    CapacFT     LossFT    CapacTF     LossTF
!                                                                  MW         pu         MW         pu
    1 SE -> SU     SUDESTE      SUL             0      R$     10100.1          0    6500.54          0
    2 SE -> NI     SUDESTE      NOFICT1         0      R$        4000          0       3706          0
    3 NE -> NI     NORDESTE     NOFICT1         0      R$        4500          0       5500          0
    4 NO -> NI     NORTE        NOFICT1         0      R$       99999          0    5042.62          0
    5 SE -> NE     SUDESTE      NORDESTE        0      R$        3300          0       3500          0
    6 SE -> NO     SUDESTE      NORTE           0      R$        2500          0       1500          0
