**** Planta:    4 FUNIL-GRANDE Penal:            4
2024    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2
2025    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2    19.2
**** Planta:  148 IRAPE        Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4
2022    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4
2023    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4
2024    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4
2025    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4    23.4
**** Planta:   14 CACONDE      Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021      32      32      32      32      32      32      32      32      32      32      32      32
2022      32      32      32      32      32      32      32      32      32      32      32      32
2023      32      32      32      32      32      32      32      32      32      32      32      32
2024      32      32      32      32      32      32      32      32      32      32      32      32
2025      32      32      32      32      32      32      32      32      32      32      32      32
**** Planta:   16 A.S.OLIVEIRA Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021      19      19      19      19      19      19      19      19      19      19      19      19
2022      19      19      19      19      19      19      19      19      19      19      19      19
2023      19      19      19      19      19      19      19      19      19      19      19      19
2024      19      19      19      19      19      19      19      19      19      19      19      19
2025      19      19      19      19      19      19      19      19      19      19      19      19
**** Planta:   17 MARIMBONDO   Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     330     330     312     312     312     312     312     312     312     312     330     330
2022     330     330     312     312     312     312     312     312     312     312     330     330
2023     330     330     312     312     312     312     312     312     312     312     330     330
2024     330     330     312     312     312     312     312     312     312     312     330     330
2025     330     330     312     312     312     312     312     312     312     312     330     330
**** Planta:   25 NOVA PONTE   Penal:        40000
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     110     110     110    26.8    26.8    26.8    26.8    26.8    26.8    26.8     110     110
2022     110     110     110    26.8    26.8    26.8    26.8    26.8    26.8    26.8     110     110
2023     110     110     110    26.8    26.8    26.8    26.8    26.8    26.8    26.8     110     110
2024     110     110     110    26.8    26.8    26.8    26.8    26.8    26.8    26.8     110     110
2025     110     110     110    26.8    26.8    26.8    26.8    26.8    26.8    26.8     110     110
**** Planta:   26 MIRANDA      Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     135     135     100     100     100     100     100     100     100     100     135     135
2022     135     135     100     100     100     100     100     100     100     100     135     135
2023     135     135     100     100     100     100     100     100     100     100     135     135
2024     135     135     100     100     100     100     100     100     100     100     135     135
2025     135     135     100     100     100     100     100     100     100     100     135     135
**** Planta:   45 JUPIA        Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000
2022    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000
2023    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000
2024    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000
2025    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000    4000
**** Planta:   46 P. PRIMAVERA Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600
2022    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600
2023    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600
2024    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600
2025    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600    4600
**** Planta:   47 A.A. LAYDNER Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     147     147     147     147     147     147     147     147     147     147     147     147
2022     147     147     147     147     147     147     147     147     147     147     147     147
2023     147     147     147     147     147     147     147     147     147     147     147     147
2024     147     147     147     147     147     147     147     147     147     147     147     147
2025     147     147     147     147     147     147     147     147     147     147     147     147
**** Planta:   49 CHAVANTES    Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021      85      85      85      85      85      85      85      85      85      85      85      85
2022      85      85      85      85      85      85      85      85      85      85      85      85
2023      85      85      85      85      85      85      85      85      85      85      85      85
2024      85      85      85      85      85      85      85      85      85      85      85      85
2025      85      85      85      85      85      85      85      85      85      85      85      85
**** Planta:   50 L.N. GARCEZ  Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     127     127     127     127     127     127     127     127     127     127     127     127
2022     127     127     127     127     127     127     127     127     127     127     127     127
2023     127     127     127     127     127     127     127     127     127     127     127     127
2024     127     127     127     127     127     127     127     127     127     127     127     127
2025     127     127     127     127     127     127     127     127     127     127     127     127
**** Planta:   61 CAPIVARA     Penal:            4
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021     276     276     276     276     276     276     276     276     276     276     276     276
2022     276     276     276     276     276     276     276     276     276     276     276     276
2023     276     276     276     276     276     276     276     276     276     276     276     276
2024     276     276     276     276     276     276     276     276     276     276     276     276
2025     276     276     276     276     276     276     276     276     276     276     276     276
