 NUM,...Nombre...,.PV.,.VAA,.TAA,#Uni,Tipo,....Pot,.FPMed.,.QMin..,.QMax..,.VMin..,.VMax..,.VInic.,Min.V+T,..VNC..,..ICP..,...IH..,..FP1..,..Vol1.,..FP2..,..Vol2.,..FP3..,..Vol3.,..FP4..,..Vol4.,..FP5..,..Vol5.,.Area1.,..Vol1.,.Area2.,..Vol2.,.Area3.,..Vol3.,.Area4.,..Vol4.,.Area5.,..Vol5.,.Filt1.,..Vol1.,.Filt2.,..Vol2.,.Filt3.,..Vol3.,.Filt4.,..Vol4.,.Filt5.,..Vol5.,.Cota1.,.Vol1..,.Cota2.,.Vol2..,.Cota3.,.Vol3..,.Cota4.,.Vol4..,.Cota5.,.Vol5..,.Ev1,.Ev2,.Ev3,.Ev4,.Ev5,.Ev6,.Ev7,.Ev8,.Ev9,Ev10,Ev11,Ev12,tini,tfil,.faa,tare,.varea.,tfil,.vfiltr,F.Reg..,pVar,.ICV,C.Vert.,sfal,Cos.O&M,Irxh,RendT&G,.EA.,Niv.Jus,I,JuAr,I,.TurIn1,.TotIn1,.TurIn2,.TotIn2,.TurIn3,.TotIn3,.TurIn4,.TotIn4,.TurIn5,.TotIn5,H,V,.CFuga1,..Def1.,.CFuga2,..Def2.,.CFuga3,..Def3.,.CFuga4,..Def4.,.CFuga5,..Def5.,E,PHidTur,PHidVer
42,NAVANHANDAVA,42,43,43,3,1,347.4,0.279881,0,1431,2720,2720,0,153,0,0.191,3.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,37,60,77,73,60,56,53,21,4,28,0,0,43,1,212,0,0,0,0,0,0,0,0,-1,0.92589,,326.61,0,43,0,0,0,0,0,0,0,0,0,0,0,,1,323.697,153,326.581,1683.65,328.032,3214.31,328.816,4038.5,328.85,4862.7,0,0,0
43,TRES IRMAOS,43,45,45,5,1,807.5,0.393527,0,2180,9923,13372,0.398,165,0,1.059,5.46386,0.37088,9923,0.38044,10612.8,0.39262,11544,0.405,12544.2,0.41476,13372,620.797,9923,651.198,10612.8,689.315,11544,727.478,12544.2,757.052,13372,0,0,0,0,0,0,0,0,0,0,322.211,9923,323.301,10612.8,324.688,11544,326.099,12544.2,327.21,13372,16,25,40,60,80,75,64,62,57,17,6,27,0,0,45,1,693.163,0,0,0,1,0,0,0,0,0,0.8948,,279.96,0,45,0,0,0,0,0,0,0,0,0,0,0,,1,280.009,165,281.167,1897.58,282.66,3630.15,283.187,4563.08,283.716,5496,0,0,0
45,JUPIA,45,46,46,14,1,1551.2,0.176648,0,8344,3354,3354,0,1649,0,3.137,8.57295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,42,58,79,71,60,60,58,14,8,28,0,0,46,1,327,0,0,0,0,0,0,0,0,-1,0.88705,,258.65,0,46,0,0,0,0,0,0,0,0,0,0,0,,1,254.428,1649,260.867,12646.4,264.618,23643.7,266.491,29565.4,270.23,35487,0,0,0
46,P. PRIMAVERA,46,66,66,14,1,1540,0.164884,0,8904,14400,14400,0,1881,0,0.278,4.38854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,27,37,68,63,43,37,38,-14,-13,10,0,0,66,1,1914.65,0,0,0,0,0,0,0,0,-1,0.90785,,237.99,0,66,0,0,0,0,0,0,0,0,0,0,0,,0,234.498,0,237.132,4340.7,239.027,8681.4,239.808,11018.7,240.454,13356,0,0,0
47,A.A. LAYDNER,47,48,48,2,1,100.956,0.272697,0,364,3843,7008,0.276,55,0,0.25,0.78366,0.23386,3843,0.25089,4476,0.27018,5267.25,0.29066,6185.1,0.30744,7008,324.5,3843,330.929,4001.25,337.358,4159.5,343.675,4317.75,450.5,7008,0,0,0,0,0,0,0,0,0,0,558.62,3843,560.54,4476,562.717,5267.25,565.029,6185.1,566.921,7008,25,24,42,64,76,67,51,41,31,9,-2,34,0,0,48,1,388,0,0,0,1,0,0,0,0,0,0.90336,,532.23,0,48,0,0,0,0,0,0,0,0,0,0,0,,1,531.608,55,533.86,793.725,535.293,1532.45,535.955,1930.23,536.673,2328,0,0,0
48,PIRAJU,48,49,49,2,1,80,0.230554,0,362,84,84,0,56,0,0.277,5.88841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,44,64,73,61,46,40,38,16,4,39,0,0,49,1,12.75,0,0,0,0,0,0,0,0,-1,0.91988,,505.64,0,49,0,0,0,0,0,0,0,0,0,0,0,,1,504.153,56,506.714,816.338,508.012,1576.68,508.6,1986.09,508.721,2395.5,0,0,0
49,CHAVANTES,49,249,249,4,1,414,0.604265,0,626,5754,8795,0.2557,73,0,0.015,1.70475,0.56397,5754,0.58145,6362.2,0.6031,7183.27,0.62441,8065.16,0.6407,8795,294.976,5754,319.964,6423.02,349.016,7244.09,376.645,8065.16,400.096,8795,0,0,0,0,0,0,0,0,0,0,463.251,5754,465.249,6362.2,467.723,7183.27,470.159,8065.16,472.021,8795,27,19,45,70,81,71,56,43,43,13,-6,18,0,0,249,1,349.945,0,0,0,1,0,0,0,0,0,0.89185,,398.79,0,249,0,0,0,0,0,0,0,0,0,0,0,,1,397.342,73,400.708,1153.95,402.597,2234.9,403.479,2816.95,404.539,3399,0,0,0
50,L.N. GARCEZ,50,51,51,4,1,73.8,0.148959,0,580,45,45,0,96,0,1.356,3.41569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,40,54,59,49,40,43,51,25,18,39,0,0,51,1,11.59,0,0,0,0,0,0,0,0,-1,0.87727,,366.66,0,51,0,0,0,0,0,0,0,0,0,0,0,,1,365.703,96,368.383,1513.65,370.669,2931.3,371.737,3694.65,372.691,4458,0,0,0
51,CANOAS II,51,52,52,3,1,72,0.130026,0,561,151,151,0,130,0,0.057,2.13382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,41,58,68,56,44,41,46,15,7,32,0,0,52,1,23.52,0,0,0,0,0,0,0,0,-1,0.92803,,351.5,0,52,0,0,0,0,0,0,0,0,0,0,0,,1,351.135,130,352.92,1566.34,354.373,3002.68,355.017,3776.09,355.565,4549.5,0,0,0
52,CANOAS I,52,61,61,3,1,82.5,0.150072,0,567,212,212,0,137,0,0.302,2.9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,41,59,71,61,45,40,44,11,2,27,0,0,61,1,29.11,0,0,0,0,0,0,0,0,-1,0.9315,,334.37,0,61,0,0,0,0,0,0,0,0,0,0,0,,1,333.64,137,335.492,1629.56,336.323,3122.13,336.643,3925.81,336.96,4729.5,0,0,0
61,CAPIVARA,61,62,62,4,1,643,0.353492,0,1520,4816,10540,0.604,192,0,0.194,1.66215,0.29318,4816,0.31884,5846.32,0.34877,7277.32,0.37855,8937.28,0.40334,10540,318.664,4816,375.609,5960.8,441.865,7391.8,518.991,9166.24,575.289,10540,0,0,0,0,0,0,0,0,0,0,319.532,4816,322.562,5846.32,326.097,7277.32,329.614,8937.28,332.542,10540,13,20,37,54,77,70,52,44,43,1,-6,15,0,0,62,1,454.256,0,0,0,1,0,0,0,0,0,0.8632,,284.91,0,62,0,0,0,0,0,0,0,0,0,0,0,,1,283.712,192,287.448,3704.93,289.941,7217.85,290.92,9109.43,291.734,11001,0,0,0
62,TAQUARUCU,62,63,63,5,1,525,0.223334,0,2550,677,677,0,290,0,1.375,3.24592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,33,46,73,65,47,41,41,-6,-7,15,0,0,63,1,74.58,0,0,0,0,0,0,0,0,-1,0.92263,,258.61,0,63,0,0,0,0,0,0,0,0,0,0,0,,1,257.785,290,261.042,4002.15,262.872,7714.3,263.628,9713.15,264.34,11712,0,0,0
63,ROSANA,63,66,66,4,1,354,0.184362,0,2468,1918,1918,0,326,0,0.563,2.4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,28,39,69,64,43,38,37,-15,-14,9,0,0,66,1,217.66,0,0,0,0,0,0,0,0,-1,0.92763,,237.21,0,66,0,0,0,0,0,0,0,0,0,0,0,,1,235.784,326,240.864,4629,243.566,8932,244.371,11249,244.914,13566,0,0,0
66,ITAIPU,66,,,20,1,14000,1.02992,0,13260,27695.2,29403.9,0,2839,0,2.023,5.00836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,51,57,60,49,30,26,13,-20,-33,-20,0,0,,1,1328.55,0,0,0,0,0,0,0,0,-1,0.92202,,104.5,0,,0,0,0,0,0,0,0,0,0,0,0,,1,93.5709,2839,109.421,17289.6,120.253,31740.3,124.947,39521.4,129.233,47302.5,0,0,0
117,GUARAPIRANGA,117,118,118,0,1,0,0,0,0,0.77,189.96,0.584,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.77,14.8045,42.3918,21.4211,85.9055,26.3616,136.987,29.5,189.96,0,0,0,0,0,0,0,0,0,0,725.984,0.77,728.115,19.689,730.396,48.0675,732.565,87.7974,736.636,189.96,12,14,34,38,40,35,25,26,21,7,5,22,0,0,118,1,22,0,0,0,0,0,0,0,0,1,0,,720,0,118,0,0,0,0,0,0,0,0,0,0,0,,0,720,0,720,0,720,0,720,0,720,0,0,0,0
118,BILLINGS,319,119,119,0,1,0,0,0,0,0.978,1132.65,0.6761,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.978,37.6332,114.145,62.8421,283.896,122.951,1064.75,126.188,1132.65,0,0,0,0,0,0,0,0,0,0,729.043,0.978,733.664,114.145,737.927,306.529,746.045,1042.12,746.606,1132.65,10,12,35,46,49,43,28,22,16,1,-5,14,0,0,119,1,84.5,0,0,0,0,0,0,0,0,1,0,,728.75,0,119,0,0,0,0,0,0,0,0,0,0,0,,0,728.75,0,728.75,0,728.75,0,728.75,0,728.75,0,0,0,0
119,HENRY BORDEN,318,,,14,1,889,5.56315,0,152,1,1,0,6,0,5.69,9.4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,-1,0.80928,,11.5,0,,0,0,0,0,0,0,0,0,0,0,0,,0,11.5,0,11.5,74.1,11.5,148.2,11.5,188.1,11.5,228,0,0,0
120,JAGUARI,120,123,123,2,0,27.6,0.48576,0,64,443,1236,0.4137,4,0,1.311,7.33892412,0.39158,443,0.42921,569.88,0.47646,768.13,0.52404,1013.96,0.56001,1236,26.791,443,31.8332,569.88,38.622,752.27,47.3276,998.1,55.5156,1236,0,0,0,0,0,0,0,0,0,0,602.812,443,607.244,569.88,612.81,768.13,618.414,1013.96,622.651,1236,-31,-16,1,37,66,68,70,70,47,11,-22,-33,0,0,123,1,41.7188,0,0,0,1,0,0,0,0,0,0.869928644,,557.04,0,123,0,0,0,0,0,0,0,0,0,0,0,,0,555.275,0,556.87,31.2,558.269,62.4,558.962,79.2,559.625,96,0,0,0
121,PARAIBUNA,121,122,122,2,0,87,0.67581,0,127,2096,4732,0.3439,10,0,1.982,7.16911256,0.5829,2096,0.62268,2570.48,0.66872,3229.48,0.71419,3993.92,0.75242,4732,98.5098,2096,114.667,2570.48,135.085,3229.48,156.9,3993.92,176.715,4732,0,0,0,0,0,0,0,0,0,0,692.518,2096,697.074,2570.48,702.349,3229.48,707.558,3993.92,711.937,4732,-35,-16,2,34,62,72,69,64,40,6,-23,-44,0,0,122,1,140.363,0,0,0,1,0,0,0,0,0,0.890010194,,625.72,0,122,0,0,0,0,0,0,0,0,0,0,0,,0,623.767,0,625.507,61.9125,626.248,123.825,626.536,157.163,626.802,190.5,0,0,0
122,SANTA BRANCA,122,123,123,2,0,56,0.33046,0,144,131,439,0.3428,30,0,0.81,6.9052255,0.24323,131,0.28959,198.76,0.33583,281.92,0.37166,365.08,0.39363,439,10.8272,131,11.8375,149.48,20.7627,312.72,26.6566,420.52,27.2773,439,0,0,0,0,0,0,0,0,0,0,604.179,131,609.43,198.76,614.667,281.92,618.726,365.08,621.213,439,-25,-15,13,41,62,72,68,55,32,-1,-25,-26,0,0,123,1,19.1338,0,0,0,1,0,0,0,0,0,0.9,,577.2,0,123,0,0,0,0,0,0,0,0,0,0,0,,0,577.2,0,577.2,70.2,577.2,140.4,577.2,178.2,577.2,216,0,0,0
123,FUNIL,123,125,125,3,0,222,0.53024,0,387,283,888,0.3406,70,0,3.382,8.62739122,0.41923,283,0.46062,367.7,0.50945,494.75,0.55132,633.9,0.61428,888,15.8848,283,22.2919,416.1,27.2559,531.05,31.9815,658.1,39.5254,888,0,0,0,0,0,0,0,0,0,0,443.024,283,447.793,367.7,453.42,494.75,458.244,633.9,465.498,888,-40,-34,-11,24,51,56,66,71,48,8,-21,-36,0,0,125,1,29.3066,0,0,0,1,0,0,0,0,0,0.839959225,,394.98,0,125,0,0,0,0,0,0,0,0,0,0,0,,1,393.393,70,396.373,471.863,398.032,873.725,398.561,1090.11,398.941,1306.5,0,0,0
124,LAJES,202,184,183,1,0,0,0,0,99999.9,0.01,445.35,0.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.94,0.01,396.096,62.3576,403.7,164.786,412.106,356.282,414.916,445.35,-38,-40,-4,25,50,61,54,41,26,-4,-19,-23,0,0,183,1,30,0,0,0,0,1,0,0,0,1,0,,90.3,0,183,0,0,0,0,0,0,0,0,0,0,0,,0,90.3,0,90.3,48750,90.3,97499.9,90.3,123750,90.3,150000,0,0,0
125,STA. CECILIA,125,129,181,1,0,33.6,-0.191,119,160,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,-22,23,47,52,42,26,15,11,-6,-11,-4,0,0,181,0,0,0,0,0,0,1,0,0,0,-1,0.25424,,348,0,181,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,PICADA,197,127,127,2,0,50,1.16066,0,44,6,7,0,9,0,2.068,6.6316312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-19,3,28,47,58,46,31,26,14,-3,-17,0,0,127,1,1.375,0,0,0,0,0,0,0,0,-1,0.870030581,,526.42,0,127,0,0,0,0,0,0,0,0,0,0,0,,1,525.801,9,526.988,75.3,528.037,141.6,528.545,177.3,529.012,213,0,0,0
127,SOBRAGI,198,129,129,3,0,60,0.716546,0,90,1,1,0,18,0,1.316,7.39690808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-32,-3,24,49,66,66,47,34,10,-9,-19,0,0,129,1,0.11,0,0,0,0,0,0,0,0,-1,0.860040775,,356,0,129,0,0,0,0,0,0,0,0,0,0,0,,0,356,0,356,43.875,356,87.75,356,111.375,356,135,0,0,0
129,SIMPLICIO,129,130,130,3,0,305.7,0.93336,0,309,126.5,126.5,0,0,0,1.638,7.67841042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,-29,-7,22,53,71,81,75,54,20,-10,-38,0,0,130,1,11.36,0,0,0,0,0,0,0,0,-1,0.902038736,,139.34,0,130,0,0,0,0,0,0,0,0,0,0,0,,1,137.886,0,141.28,1091.03,143.63,2182.05,144.838,2769.53,145.833,3357,0,0,0
130,ILHA POMBOS,130,,,5,0,187.1,0.28745,0,724,8,8,0,146,0,2.007,7.01150251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,36,37,36,31,29,26,30,21,12,10,0,0,,1,4,0,0,0,0,0,0,0,0,-1,0.791335372,,102.81,0,,0,0,0,0,0,0,0,0,0,0,0,,0,98.62,0,101.79,258.83,103.022,517.66,103.561,657.03,103.574,796.4,0,0,0
131,NILO PECANHA,9000,133,133,6,0,380,2.63305,0,144,38,38,0,0,0,0.351,8.17045703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1,1,0,0,0,0,0,0,0,0,-1,0.870030581,,86.9,0,133,0,0,0,0,0,0,0,0,0,0,0,,0,86.9,0,86.9,70.2,86.9,140.4,86.9,178.2,86.9,216,0,0,0
133,P. PASSOS,9000,,,2,0,100,0.31396,0,318,17,17,0,120,0,1.982,7.16911256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,-29,-10,26,64,73,90,85,57,17,-16,-29,0,0,,1,1.1,0,0,0,0,0,0,0,0,-1,0.851172273,,48.11,0,,0,0,0,0,0,0,0,0,0,0,0,,1,47.7699,120,48.7583,236.025,49.6007,352.05,49.975,414.525,50.0155,477,0,0,0
134,SALTO GRANDE,134,135,135,4,1,102,0.769093,0,132,78,78,0,18,0,0.446,3.74323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,-10,11,28,46,65,97,87,64,39,8,-19,0,0,135,1,5.8,0,0,0,0,0,0,0,0,-1,0.79097,,255.1,0,135,0,0,0,0,0,0,0,0,0,0,0,,0,254.286,0,254.497,64.35,255.254,128.7,255.867,163.35,256.517,198,0,0,0
135,P. ESTRELA,263,141,141,2,1,112,0.400327,0,248,56,89,0.5313,10,0,2.487,3.55379,0.36003,56,0.40839,75.8,0.42209,81.41,0.43417,86.36,0.44062,89,3.10251,56,3.54092,69.2,3.70532,74.15,3.89164,79.76,4.19852,89,0,0,0,0,0,0,0,0,0,0,245.591,56,246.937,60.95,248.282,65.9,248.73,67.55,254.559,89,-26,-8,14,32,63,81,104,82,60,32,3,-21,0,0,141,1,3.65052,0,0,0,1,0,0,0,0,0,0.91611,,205.53,0,141,0,0,0,0,0,0,0,0,0,0,0,,1,204,10,204,541.538,204,1073.08,204,1359.29,204,1645.5,0,0,0
139,CANDONGA,149,141,141,3,1,140.1,0.466412,0,318,54.44,54.44,0,58,0,0.321,1.94577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,-15,6,23,48,67,90,81,59,37,5,-25,0,0,141,1,2.85767,0,0,0,0,0,0,0,0,-1,0.92497,,277.08,0,141,0,0,0,0,0,0,0,0,0,0,0,,1,276.257,58,278.768,449.381,280.657,840.762,281.453,1051.51,281.637,1262.25,0,0,0
141,BAGUARI,141,143,143,4,1,140,0.170493,0,872,31.42,38.07,0,78,0,0.624,4.42315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,5,37,57,76,71,72,42,31,21,11,-1,0,0,143,1,13.3641,0,0,0,0,0,0,0,0,-1,0.91712,,165.83,0,143,0,0,0,0,0,0,0,0,0,0,0,,1,165.155,78,167.801,1644.34,169.628,3210.68,170.4,4054.09,171.08,4897.5,0,0,0
143,AIMORES,148,144,144,3,1,330,0.251712,0,1296,156.55,185.52,0,91,0,0.299,2.52732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,-18,24,57,84,81,64,39,19,4,-14,-12,0,0,144,1,31.2969,0,0,0,0,0,0,0,0,-1,0.91346,,61.04,0,144,0,0,0,0,0,0,0,0,0,0,0,,0,58.937,0,60.6999,631.8,61.8161,1263.6,62.2634,1603.8,62.6515,1944,0,0,0
144,MASCARENHAS,144,,,4,1,198,0.195764,0,1216,21.68,21.68,0,210,0,5.146,8.09881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,-42,-7,27,72,95,96,73,44,12,-18,-28,0,0,,1,3.9,0,0,0,0,0,0,0,0,-1,0.91539,,38.71,0,,0,0,0,0,0,0,0,0,0,0,0,,1,37.4871,210,43.279,2706.98,47.175,5203.95,48.6485,6548.48,49.7772,7893,0,0,0
148,IRAPE,255,154,154,3,1,399,1.41035,0,267,2267.94,5963.92,0.4712,4,0,1.213,4.69821,1.21293,2267.94,1.29381,2859.3,1.38596,3709.37,1.47827,4781.21,1.56037,5963.92,59.9932,2267.94,90.8916,3672.41,104.165,4300.73,121.376,5150.8,137.163,5963.92,0,0,0,0,0,0,0,0,0,0,468.618,2267.94,477.745,2859.3,488.143,3709.37,498.56,4781.21,507.824,5963.92,-18,3,29,49,65,86,111,119,96,54,20,-8,0,0,154,1,100.263,0,0,0,1,0,0,0,0,0,0.90336,,331.75,0,154,0,0,0,0,0,0,0,0,0,0,0,,1,328.308,4,335.183,615.78,336.931,1227.56,337.648,1556.98,337.78,1886.4,0,0,0
153,SAO DOMINGOS,154,46,46,2,1,48,0.301105,0,162,116.45,131.3,0,85,0,2.71,12.7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,38,67,66,57,60,62,7,4,24,0,0,46,1,18.0313,0,0,0,0,0,0,0,0,-1,0.91203,,310.37,0,46,0,0,0,0,0,0,0,0,0,0,0,,1,309.809,85,310.979,171.45,311.858,257.9,312.347,304.45,312.924,351,0,0,0
155,RETIRO BAIXO,155,156,156,2,1,83.657,0.31925,0,262,200.72,241.59,0.15,10,0,0.091,1.09308,0.31014,200.72,0.31494,210.529,0.31977,221.564,0.32407,232.599,0.32713,241.59,15.1875,200.72,18.2048,208.077,20.9061,218.294,22.5204,230.146,22.8125,241.59,0,0,0,0,0,0,0,0,0,0,614,200.72,614.565,210.529,615.134,221.564,615.64,232.599,616,241.59,-21,-14,9,30,45,49,69,83,60,30,1,-12,0,0,156,1,21.3125,0,0,0,1,0,0,0,0,0,0.86568,,577.48,0,156,0,0,0,0,0,0,0,0,0,0,0,,1,577.069,10,579.988,505.95,582.124,1001.9,583.027,1268.95,583.794,1536,0,0,0
156,TRES MARIAS,156,169,169,6,1,396,0.403993,0,924,4250,19528,0.558,27,0,1.44,8.36187,0.28213,4250,0.33284,6388.92,0.38739,9902.86,0.46237,16472.4,0.49102,19528,363,4250,420.137,5166.68,565.766,8375.06,1016.52,18305.8,1072,19528,0,0,0,0,0,0,0,0,0,0,548.285,4250,554.046,6388.92,560.242,9902.86,568.759,16472.4,572.012,19528,-1,-2,28,47,61,61,58,49,49,35,21,22,0,0,169,1,716,0,0,0,1,0,0,0,0,0,0.89745,,516.24,0,169,0,0,0,0,0,0,0,0,0,0,0,,1,514.699,27,517.218,2180.29,518.757,4333.58,519.488,5493.04,520.233,6652.5,0,0,0
162,QUEIMADO,158,169,169,3,1,105,1.61504,0,72,95.25,557,0.6775,4,0,1.968,4.13843,1.51642,95.25,1.55869,159.895,1.59574,238.393,1.62751,335.36,1.67761,557,16.5,95.25,41.61,344.595,44.865,376.918,49.05,418.475,63,557,0,0,0,0,0,0,0,0,0,0,808.09,95.25,812.809,159.895,816.945,238.393,820.493,335.36,826.086,557,21,4,21,33,59,70,77,79,80,51,17,51,0,0,169,1,33.5,0,0,0,1,0,0,0,0,0,0.91305,,638.79,0,169,0,0,0,0,0,0,0,0,0,0,0,,0,636.2,0,637.108,35.1,637.753,70.2,638.026,89.1,638.265,108,0,0,0
180,TOCOS,201,181,124,1,0,0,0,0,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,22,19,19,15,18,22,8,6,6,0,0,124,0,0,0,0,0,0,1,0,0,0,-1,0,,440,0,124,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,SANTANA,203,129,182,1,0,88,-0.446,0,190,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-22,26,47,49,36,21,12,10,-7,-12,-2,0,0,182,0,0,0,0,0,0,0,0,0,0,-1,0.14957,,356.2,0,182,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,VIGARIO,9000,184,131,1,0,0,0,0,144,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,-1,0,,398,0,131,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,FONTES A,9000,133,1132,1,0,44,2.5295,11,17,467,467,0,0,0,2.98,7.1693236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,1,1,0,0,0,0,0,0,0,0,-1,0.850152905,,90.3,0,1132,0,0,0,0,0,0,0,0,0,0,0,,0,90.3,6,90.3,12.3375,90.3,18.675,90.3,22.0875,90.3,25.5,0,0,0
184,FONTES BC,9000,133,133,2,0,88,2.5295,0,34,38,38,0,0,0,2.98,7.1693236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,-1,0.850152905,,90.3,0,133,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
