**** Planta:    1                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:   62                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0   97.83   97.22  105.37
2021   2                                                               0       0   97.83   97.22  105.37
2021   3                                                               0       0   97.83   97.22  105.37
2022   1   98.37       0       0       0       0       0       0       0       0       0       0       0
2022   2   98.37       0       0       0       0       0       0       0       0       0       0       0
2022   3   98.37       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:    4                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:   86                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  146                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  194                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:   90                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:   47                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                           100.5   100.5  146.75  145.83  158.07
2021   2                                                           100.5   100.5  146.75  145.83  158.07
2021   3                                                           100.5   100.5  146.75  145.83  158.07
2022   1  147.57  102.37  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  101.87
2022   2  147.57  102.37  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  101.87
2022   3  147.57  102.37  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  101.87
2023   1  101.87   100.5  105.37   100.5   100.5   100.5   100.5   100.5   100.5  101.08   100.5   100.5
2023   2  101.87   100.5  105.37   100.5   100.5   100.5   100.5   100.5   100.5  101.08   100.5   100.5
2023   3  101.87   100.5  105.37   100.5   100.5   100.5   100.5   100.5   100.5  101.08   100.5   100.5
2024   1  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5   100.5
2024   2  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5   100.5
2024   3  101.87   100.5   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5   100.5
2025   1  101.87  102.37   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5  101.87
2025   2  101.87  102.37   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5  101.87
2025   3  101.87  102.37   100.5   100.5   100.5   100.5   100.5   100.5   100.5  107.51   100.5  101.87
**** Planta:   68                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:   49                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  334                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  108                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                               0       0       0       0       0
2021   2                                                               0       0       0       0       0
2021   3                                                               0       0       0       0       0
2022   1       0       0       0       0       0       0       0       0       0       0       0       0
2022   2       0       0       0       0       0       0       0       0       0       0       0       0
2022   3       0       0       0       0       0       0       0       0       0       0       0       0
2023   1       0       0       0       0       0       0       0       0       0       0       0       0
2023   2       0       0       0       0       0       0       0       0       0       0       0       0
2023   3       0       0       0       0       0       0       0       0       0       0       0       0
2024   1       0       0       0       0       0       0       0       0       0       0       0       0
2024   2       0       0       0       0       0       0       0       0       0       0       0       0
2024   3       0       0       0       0       0       0       0       0       0       0       0       0
2025   1       0       0       0       0       0       0       0       0       0       0       0       0
2025   2       0       0       0       0       0       0       0       0       0       0       0       0
2025   3       0       0       0       0       0       0       0       0       0       0       0       0
**** Planta:  999                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                         1410.05 1280.55 1433.73 1956.66 2405.84
2021   2                                                         1387.94 1286.23 1447.21 1996.65 2445.12
2021   3                                                         1357.26 1241.52 1397.15 1942.55 2423.05
2022   1 2513.76 2722.43 2776.72 2491.62 2151.24 1816.36 1554.83 1429.47 1294.87 1447.02 1977.83 2430.89
2022   2 2539.86 2756.31 2806.57 2496.08 2138.03 1795.82 1532.89 1407.04 1300.36 1460.33 2018.04 2470.33
2022   3 2490.68 2722.98 2785.37 2463.37 2111.82 1758.31 1495.73 1376.06 1255.29 1409.96 1963.36 2447.79
2023   1 2555.59 2765.84 2820.81 2532.35 2193.64 1853.99  1592.6    1464 1325.06 1479.81 2018.17    2480
2023   2 2581.86 2799.97 2850.56 2536.63 2180.17 1833.02 1570.14 1441.16 1330.55 1493.27 2058.79 2519.74
2023   3 2531.61 2766.12 2829.03 2503.64 2153.44 1794.74 1532.07 1409.43 1284.45 1441.74 2002.81  2496.5
2024   1 2597.18 2809.97  2866.2  2573.8 2223.57 1880.52 1596.69 1467.04 1329.48 1485.56 2026.36  2500.1
2024   2  2623.1 2844.08 2896.13  2577.9 2209.92 1859.08 1574.14 1444.18 1334.86 1499.09 2066.94  2539.9
2024   3  2572.3 2809.69 2873.97 2544.35 2183.06 1820.46 1535.93  1412.4 1288.71 1447.31 2010.73 2516.48
2025   1 2632.51 2847.14 2903.33    2608 2261.95  1914.1 1625.08  1492.4 1350.11 1508.93 2058.73 2528.15
2025   2 2658.52 2881.41 2933.36 2612.15 2247.83 1892.28 1602.12 1469.16 1355.44 1522.53 2099.54 2568.13
2025   3 2606.77 2846.28 2910.62 2578.17 2220.73 1852.97 1563.39 1436.99 1308.69 1469.94 2042.24 2544.45
**** Planta:  998                                0
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2021   1                                                         4208.95 4111.12 3749.25 3159.61 1721.65
2021   2                                                         4284.28 4214.51 3833.84 3221.71 1723.72
2021   3                                                         4334.35 4288.36 3900.36 3272.48 1740.17
2022   1  798.84  872.55 1368.76 2925.82 3859.29 4186.96 4477.34 4373.43 4350.33  3958.9 3331.56 1815.59
2022   2   814.6  890.49 1398.04  3012.9 3869.72 4254.94 4537.72 4451.22 4460.19 4048.22 3397.38 1818.33
2022   3  842.07  904.43 1403.89 3038.13 3860.84 4294.03  4586.3 4503.67 4538.34 4118.46 3450.23 1835.31
2023   1  844.96   915.3    1426 3031.12 4008.79 4314.08 4629.22 4524.95 4431.37 4033.13 3370.64 1833.93
2023   2  861.79  934.81 1456.79  3121.4 4020.02 4384.12 4691.18 4605.43 4543.35 4124.49 3437.23 1836.69
2023   3  890.74  949.72 1462.74 3147.86 4010.79  4424.4 4741.87  4659.7 4623.01    4196 3490.71 1853.67
2024   1  858.44  928.86 1449.08  3084.5 4068.74 4358.62 4662.58 4558.05 4457.48 4057.21 3394.09 1847.22
2024   2  875.72  948.95 1480.69 3176.48 4080.14 4428.98 4724.94 4639.17  4570.5 4149.01 3461.14 1850.01
2024   3  904.96  964.18  1486.6 3203.67 4070.77 4470.13 4776.43 4693.86 4650.13 4221.29 3514.99  1867.1
2025   1  867.16  937.93 1464.78 3122.93 4136.68 4430.53 4739.57 4633.39 4529.43 4123.62 3445.87 1871.46
2025   2  884.61   958.3 1496.73 3216.49 4148.27 4502.49 4802.96 4716.35 4644.21 4216.93 3513.95 1874.28
2025   3  914.15  973.78  1502.7  3243.4 4138.75 4543.87 4854.82 4771.51 4725.06 4290.39 3568.61 1891.22
