NUM:   4 FUNIL-GRANDE          Penal: 0          0
2021  1.91  2.98  2.69  3.78  3.81  3.74  3.74  4.35  4.02  3.03  1.92  1.92
2022  1.92     3   2.7  3.81  3.83  3.76  3.76  4.38  4.04  3.05  1.93  1.94
2023  1.94  3.02  2.72  3.83  3.85  3.79  3.78   4.4  4.07  3.07  1.95  1.95
2024  1.95  3.03  2.73  3.85  3.87  3.81   3.8  4.42  4.09  3.09  1.96  1.96
2025  1.96  3.05  2.75  3.87  3.89  3.83  3.82  4.45  4.11   3.1  1.97  1.97
NUM: 153 SAO DOMINGOS          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.35  0.35  0.35  0.36  0.35  0.36  0.36  0.36  0.36  0.35  0.35  0.35
2022  0.35  0.35  0.35  0.36  0.35  0.36  0.36  0.36  0.36  0.35  0.35  0.35
2023  0.35  0.35  0.35  0.36  0.35  0.36  0.36  0.36  0.36  0.35  0.35  0.35
2024  0.35  0.35  0.35  0.36  0.35  0.36  0.36  0.37  0.36  0.35  0.35  0.35
2025  0.35  0.35  0.35  0.36  0.35  0.36  0.36  0.37  0.36  0.35  0.35  0.35
NUM: 155 RETIRO BAIXO          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  1.32  2.66  1.71  3.09  2.04  2.67  2.57  2.28  2.59  1.56  1.14   1.1
2022  1.33   2.7  1.73  3.13  2.07   2.7  2.61  2.31  2.62  1.58  1.15  1.12
2023  1.35  2.74  1.75  3.18   2.1  2.74  2.65  2.34  2.66   1.6  1.16  1.13
2024  1.36  2.78  1.77  3.22  2.12  2.78  2.68  2.37   2.7  1.62  1.18  1.14
2025  1.38  2.81   1.8  3.27  2.15  2.82  2.72   2.4  2.73  1.64  1.19  1.15
NUM: 156 TRES MARIAS           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  3.35  6.78  4.35  7.86   5.2  6.79  6.55   5.8  6.59  3.97   2.9  2.81
2022  3.39  6.88   4.4  7.98  5.27  6.88  6.64  5.88  6.68  4.02  2.93  2.84
2023  3.43  6.97  4.46  8.09  5.34  6.98  6.73  5.96  6.77  4.07  2.96  2.87
2024  3.47  7.07  4.51   8.2  5.41  7.07  6.83  6.04  6.86  4.11     3   2.9
2025  3.51  7.16  4.57  8.31  5.47  7.17  6.92  6.11  6.95  4.16  3.03  2.93
NUM: 162 QUEIMADO              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  1.19   1.2  1.62  2.31  2.42  2.11  2.99   3.3  3.42  1.59  1.17  1.17
2022   1.2   1.2  1.62  2.33  2.44  2.12  3.02  3.34  3.46  1.59  1.17  1.17
2023   1.2   1.2  1.63  2.35  2.46  2.14  3.05  3.37   3.5   1.6  1.17  1.17
2024   1.2   1.2  1.64  2.37  2.48  2.15  3.08  3.41  3.54  1.61  1.17  1.17
2025   1.2  1.21  1.65  2.39  2.51  2.17  3.11  3.45  3.57  1.62  1.17  1.17
NUM: 195 JAURU                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  1.08  1.08  1.08  1.08  1.09  1.09  1.09   1.1  1.09  1.09  1.08  1.08
2022  1.08  1.08  1.08  1.09  1.09  1.09   1.1   1.1  1.09  1.09  1.09  1.09
2023  1.09  1.09  1.09  1.09  1.09   1.1   1.1   1.1  1.09  1.09  1.09  1.09
2024  1.09  1.09  1.09  1.09  1.09   1.1   1.1   1.1   1.1  1.09  1.09  1.09
2025  1.09  1.09  1.09  1.09   1.1   1.1   1.1   1.1   1.1  1.09  1.09  1.09
NUM: 196 GUAPORE               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04
2022  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04
2023  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04
2024  3.04  3.04  3.04  3.04  3.04  3.04  3.05  3.04  3.05  3.04  3.04  3.04
2025  3.04  3.04  3.04  3.04  3.05  3.05  3.05  3.05  3.05  3.05  3.05  3.05
NUM: 203 CORUMBA III           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.11  0.11  0.26  0.48   0.4  0.54  0.59  0.68  0.67  0.24  0.11  0.11
2022  0.11  0.11  0.26  0.49  0.41  0.56   0.6   0.7  0.69  0.24  0.11  0.11
2023  0.11  0.11  0.27  0.51  0.42  0.57  0.62  0.72  0.71  0.25  0.11  0.11
2024  0.11  0.11  0.27  0.52  0.43  0.59  0.64  0.74  0.73  0.25  0.12  0.12
2025  0.12  0.12  0.28  0.54  0.44   0.6  0.65  0.76  0.75  0.26  0.12  0.12
NUM: 227 SINOP                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  3.37  3.38 11.02 15.59 19.06 22.77 19.58 18.47  9.69  3.48  3.49   3.5
2022  3.45  3.46 11.26 15.93 19.47 23.26    20 18.87   9.9  3.56  3.57  3.58
2023  3.52  3.53  11.5 16.27 19.89 23.75 20.43 19.27 10.11  3.64  3.64  3.65
2024  3.59   3.6 11.74  16.6  20.3 24.25 20.85 19.67 10.32  3.71  3.72  3.73
2025  3.67  3.68 11.98 16.94 20.71 24.74 21.28 20.07 10.53  3.79  3.79  3.81
NUM: 228 COLIDER               Penal: 0         -1
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5
2022   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5
2023   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5
2024   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5
2025   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5   9.5
NUM: 229 TELES PIRES           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  1.06  1.05  1.85  2.68  3.63  4.66  3.78  3.47  1.62  1.07  1.06  1.07
2022  1.06  1.05  1.86   2.7  3.67  4.72  3.83  3.51  1.63  1.07  1.06  1.07
2023  1.06  1.05  1.87  2.73  3.72  4.78  3.87  3.54  1.63  1.06  1.06  1.07
2024  1.06  1.05  1.87  2.75  3.76  4.84  3.91  3.58  1.64  1.06  1.06  1.06
2025  1.06  1.05  1.88  2.78   3.8   4.9  3.96  3.62  1.65  1.06  1.06  1.06
NUM: 230 SAO MANOEL            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9
2022  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9
2023  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9
2024  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9
2025  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9  -0.9
NUM: 241 SLT VERDINHO          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.04  0.04  0.04  0.04  0.04  0.05  0.05  0.05  0.04  0.04  0.04  0.04
2022  0.04  0.04  0.04  0.04  0.04  0.05  0.05  0.05  0.04  0.04  0.04  0.04
2023  0.04  0.04  0.04  0.05  0.04  0.05  0.05  0.05  0.05  0.04  0.04  0.04
2024  0.04  0.04  0.04  0.05  0.04  0.05  0.05  0.05  0.05  0.04  0.04  0.04
2025  0.04  0.04  0.04  0.05  0.04  0.05  0.05  0.05  0.05  0.04  0.04  0.04
NUM: 249 OURINHOS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.04  0.02  0.02  0.02  0.03  0.04  0.04  0.04  0.05  0.03  0.04  0.02
2022  0.04  0.02  0.02  0.02  0.03  0.04  0.04  0.04  0.05  0.03  0.04  0.02
2023  0.04  0.02  0.02  0.02  0.03  0.04  0.04  0.04  0.05  0.03  0.04  0.02
2024  0.04  0.02  0.02  0.02  0.03  0.04  0.05  0.04  0.05  0.03  0.04  0.02
2025  0.05  0.02  0.02  0.03  0.03  0.04  0.05  0.05  0.05  0.03  0.04  0.02
NUM: 251 SERRA MESA            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  4.17  8.14  3.03 18.52 18.75 24.01 25.46 25.77 24.03  4.71  2.51  2.52
2022  4.28  8.37  3.11 19.04 19.28  24.7 26.19 26.51 24.72  4.84  2.57  2.58
2023  4.39  8.59  3.18 19.57 19.81 25.39 26.92 27.25 25.41  4.96  2.63  2.64
2024  4.49  8.81  3.25  20.1 20.35 26.07 27.65 27.99 26.09  5.08  2.69   2.7
2025   4.6  9.04  3.33 20.62 20.88 26.76 28.38 28.73 26.78   5.2  2.75  2.75
NUM: 252 CANA BRAVA            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.11  0.11   0.1  0.13  0.14  0.15  0.15  0.15  0.14   0.1   0.1   0.1
2022  0.11  0.11   0.1  0.13  0.15  0.15  0.15  0.16  0.15   0.1  0.11  0.11
2023  0.11  0.11   0.1  0.14  0.15  0.16  0.16  0.16  0.15  0.11  0.11  0.11
2024  0.12  0.12  0.11  0.14  0.15  0.16  0.16  0.17  0.16  0.11  0.11  0.11
2025  0.12  0.12  0.11  0.14  0.16  0.16  0.16  0.17  0.16  0.11  0.11  0.11
NUM: 253 SAO SALVADOR          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2021  0.14  0.13  0.12  0.15   0.2   0.2  0.21  0.22  0.18  0.13  0.13  0.13
