& Caso de Calculo de Garantia Fisica para Desestatizacao da Eletrobras
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
& Cadastro das familias de curvas de jusante
&
& Usina: codigo da usina hidraulica
& Indice: indice da familia (sequencial)
& HjusRef: nivel de montante da usina de jusante para referencia da familia
& nPol: quantidade de polinomios da familia
&
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
&         Usina    Indice   HjusRef    nPol
&XXXXXXX   XXXX     XXX    XXXXXXXXXX  XXX
PPPJUS     0176     002                   0.0000            1872.0010           137.390600         2.103930D-05        -1.505803D-07         3.759140D-10        -8.849612D-14
PPPJUS     0176     002                1872.0010            2639.3630           137.002400        -4.421288D-17         4.135101D-07         2.794359D-11        -2.876661D-14
PPPJUS     0176     002                2639.3630           16448.1200           136.760400         1.077322D-03        -9.889048D-08         4.924916D-12        -9.653088D-17
PPPJUS     0176     003                   0.0000            2394.1100           137.498400        -9.039696D-18         3.187599D-07        -3.749942D-11         0.000000D+00
PPPJUS     0176     003                2394.1100            2639.3630           137.002400        -4.421288D-17         4.135101D-07         2.794359D-11        -2.876661D-14
PPPJUS     0176     003                2639.3630           16448.1200           136.760400         1.077322D-03        -9.889048D-08         4.924916D-12        -9.653088D-17
PPPJUS     0176     004                   0.0000            2673.5970           137.772700        -2.254980D-17         2.601641D-07        -2.341963D-11        -3.167790D-15
PPPJUS     0176     004                2673.5970           16448.1200           136.760400         1.077322D-03        -9.889048D-08         4.924916D-12        -9.653088D-17
PPPJUS     0176     005                   0.0000            3000.0000           138.072800         1.718385D-04         6.813960D-08         9.574190D-13         0.000000D+00
PPPJUS     0176     005                3000.0000           16448.1200           136.760400         1.077322D-03        -9.889048D-08         4.924916D-12        -9.653088D-17
PPPJUS     0178     001                   0.0000            6842.3470            11.285440         4.569528D-03        -1.083320D-06         1.359994D-10        -6.474854D-15
PPPJUS     0178     001                6842.3470           19180.3000            15.744860         1.121397D-03        -5.932092D-08         1.954483D-12        -2.704413D-17
PPPJUS     0190     001                   0.0000            3147.7680           114.599600         5.768830D-03        -2.166960D-06         7.111889D-10        -9.324122D-14
PPPJUS     0190     001                3147.7680            5603.1010           117.783800         2.515253D-03        -1.399174D-07         0.000000D+00         0.000000D+00
PPPJUS     0272     001         0.0000000000E+00     9.2340155566E+02     9.0607876009E+00     1.0939637603E-02    -1.1690613137E-05     1.6932033050E-08    -8.5949349517E-12
PPPJUS     0272     001         9.2340155566E+02     2.5529029064E+03     1.1297900431E+01     4.4522665120E-03     1.9836219353E-06    -1.2253387887E-09     1.9412336503E-13
PPPJUS     0275     001                   0.0000           45876.4800             3.301617         4.897685D-04        -5.461637D-09         3.063902D-14         0.000000D+00
PPPJUS     0275     001               45876.4800           99101.0100            -5.645377         1.036485D-03        -1.752510D-08         1.479047D-13        -4.667545D-19
PPPJUS     0280     001                   0.0000            1453.1310            20.812790         2.894969D-03        -3.858221D-06         2.240407D-09        -4.748925D-13
PPPJUS     0280     001                1453.1310           10224.7500            21.523990         1.047275D-04        -2.575949D-08         2.701332D-12        -9.944213D-17
PPPJUS     0280     002                   0.0000             480.0000            21.300000         1.783409D-04         2.107428D-06        -4.865601D-09         3.823061D-12
PPPJUS     0280     002                 480.0000            1453.1310            20.812790         2.894969D-03        -3.858221D-06         2.240407D-09        -4.748925D-13
PPPJUS     0280     002                1453.1310           10224.7500            21.523990         1.047275D-04        -2.575949D-08         2.701332D-12        -9.944213D-17
&
PPPJUS     0001     001     0000000000000000.0D0 0000000000099999.0D0          886.1000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0002     001     0000000000000000.0D0 0000000000099999.0D0          856.0898000         7.649999D-03        -5.450000D-06         2.650000D-09        -4.600000D-13
PPPJUS     0004     001     0000000000000000.0D0 0000000000099999.0D0          768.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0009     001     0000000000000000.0D0 0000000000099999.0D0          510.0298000         1.770000D-03        -7.399996D-08         1.120000D-11        -4.799998D-16
PPPJUS     0010     001     0000000000000000.0D0 0000000000099999.0D0          494.2019000         7.816518D-04        -1.043110D-07         0.000000D+00         0.000000D+00
PPPJUS     0011     001     0000000000000000.0D0 0000000000099999.0D0          466.0100000         8.719999D-04        -7.379998D-08         6.340000D-12        -1.900000D-16
PPPJUS     0014     001     0000000000000000.0D0 0000000000099999.0D0          747.2110000         1.003220D-01        -3.274610D-04        -1.716810D-07         1.728050D-09
PPPJUS     0015     001     0000000000000000.0D0 0000000000099999.0D0          572.2990000         6.461090D-02        -2.323980D-04         4.390390D-07        -3.124180D-10
PPPJUS     0016     001     0000000000000000.0D0 0000000000099999.0D0          545.3560000         1.659860D-02        -3.641739D-05         5.124930D-08        -2.636349D-11
PPPJUS     0018     001     0000000000000000.0D0 0000000000099999.0D0          323.1228000        -4.577008D-04         3.987650D-07        -4.221060D-11         1.398660D-15
PPPJUS     0020     001     0000000000000000.0D0 0000000000099999.0D0          754.0000000         1.360000D-02        -1.175210D-05         5.976660D-09        -1.140029D-12
PPPJUS     0021     001     0000000000000000.0D0 0000000000099999.0D0          673.9305800         8.659789D-03        -1.052098D-05         7.663136D-09        -2.065174D-12
PPPJUS     0024     001     0000000000000000.0D0 0000000000099999.0D0          519.3198000         3.939997D-03        -3.599999D-07         4.329999D-11        -2.600000D-15
PPPJUS     0024     002     0000000000000000.0D0 0000000000099999.0D0               519.31         2.490000D-03         3.439999D-07        -6.199999D-11         3.300000D-15
PPPJUS     0024     003     0000000000000000.0D0 0000000000099999.0D0               519.53         2.780000D-03         4.040000D-08         2.770000D-12        -4.899999D-16
PPPJUS     0024     004     0000000000000000.0D0 0000000000099999.0D0               519.79         1.610000D-03         8.480000D-07        -1.200000D-10         4.530000D-15
PPPJUS     0024     005     0000000000000000.0D0 0000000000099999.0D0               519.93         1.630000D-03         5.479999D-07        -7.899999D-11         3.829998D-15
PPPJUS     0025     001     0000000000000000.0D0 0000000000099999.0D0          693.2959000         1.257210D-02        -1.268820D-05         8.511947D-09        -2.142290D-12
PPPJUS     0026     001     0000000000000000.0D0 0000000000099999.0D0          624.5249000         1.783300D-03        -5.984140D-07         1.599400D-10        -1.986530D-14
PPPJUS     0027     001     0000000000000000.0D0 0000000000099999.0D0          564.6370000         5.551577D-03        -1.848530D-06         3.251779D-10        -2.094550D-14
PPPJUS     0028     001     0000000000000000.0D0 0000000000099999.0D0          517.2000000         4.539598D-03        -2.473699D-06         1.062400D-09        -1.874800D-13
PPPJUS     0029     001     0000000000000000.0D0 0000000000099999.0D0          769.3866000         1.473150D-02        -1.023646D-05         3.778412D-09        -5.258772D-13
PPPJUS     0032     001     0000000000000000.0D0 0000000000099999.0D0          398.5759000         2.123750D-03        -2.682220D-07         2.291829D-11         0.000000D+00
PPPJUS     0033     001     0000000000000000.0D0 0000000000099999.0D0          323.4600000         4.049998D-04         4.200000D-08        -2.000000D-12         2.909999D-17
PPPJUS     0033     002     0000000000000000.0D0 0000000000099999.0D0               325.51         3.749998D-04         1.740000D-08        -4.299999D-13         7.500000D-19
PPPJUS     0033     003     0000000000000000.0D0 0000000000099999.0D0               327.64         2.769998D-04         1.010000D-09         8.260000D-13        -2.299999D-17
PPPJUS     0034     001     0000000000000000.0D0 0000000000099999.0D0          279.9539000         4.268529D-05         4.249710D-08        -3.101150D-12         6.556129D-17
PPPJUS     0037     001     0000000000000000.0D0 0000000000099999.0D0          427.5408000        -8.052159D-04         3.080620D-06        -1.349700D-09         1.901710D-13
PPPJUS     0038     001     0000000000000000.0D0 0000000000099999.0D0          403.9468000         4.802749D-04         1.555390D-06        -8.134720D-10         1.216670D-13
PPPJUS     0039     001     0000000000000000.0D0 0000000000099999.0D0          379.3480000         2.257220D-03         1.962790D-07        -3.236570D-10         5.883800D-14
PPPJUS     0040     001     0000000000000000.0D0 0000000000099999.0D0          358.0039000        -2.409670D-04         5.598189D-07        -1.230800D-10         8.030587D-15
PPPJUS     0042     001     0000000000000000.0D0 0000000000099999.0D0          323.0850000         4.314847D-03        -2.133360D-06         5.678960D-10        -5.377970D-14
PPPJUS     0043     001     0000000000000000.0D0 0000000000099999.0D0          280.0269000        -2.200750D-04         7.109850D-07        -1.713110D-10         1.300120D-14
PPPJUS     0044     001     0000000000000000.0D0 0000000000099999.0D0          279.8799000         9.574970D-05         1.205610D-08        -5.833490D-13         7.603079D-18
PPPJUS     0045     001     0000000000000000.0D0 0000000000099999.0D0          253.4410000         5.786598D-04         1.440230D-08        -1.415550D-12         2.609049D-17
PPPJUS     0046     001     0000000000000000.0D0 0000000000099999.0D0          234.4980000         7.079828D-04        -2.524350D-08         4.646010D-13        -3.255880D-18
PPPJUS     0047     001     0000000000000000.0D0 0000000000099999.0D0          531.3900000         4.048140D-03        -1.395030D-06         2.710210D-10         0.000000D+00
PPPJUS     0048     001     0000000000000000.0D0 0000000000099999.0D0          503.8101000         6.419127D-03        -5.364492D-06         2.689538D-09        -5.057349D-13
PPPJUS     0049     001     0000000000000000.0D0 0000000000099999.0D0          397.0280000         4.396420D-03        -1.253410D-06         1.794990D-10         0.000000D+00
PPPJUS     0050     001     0000000000000000.0D0 0000000000099999.0D0          365.5070000         2.048020D-03        -9.793780D-08         0.000000D+00         0.000000D+00
PPPJUS     0051     001     0000000000000000.0D0 0000000000099999.0D0          350.9570000         1.379680D-03        -8.064090D-08         0.000000D+00         0.000000D+00
PPPJUS     0052     001     0000000000000000.0D0 0000000000099999.0D0          333.3770000         1.994130D-03        -5.495540D-07         8.246550D-11        -4.555900D-15
PPPJUS     0054     001     0000000000000000.0D0 0000000000099999.0D0          720.9729614         1.587467D-02        -3.470646D-05         4.277348D-08        -1.861591D-11
PPPJUS     0057     001     0000000000000000.0D0 0000000000099999.0D0          510.5974800         9.242594D-03        -6.772445D-06         3.186581D-09        -5.684540D-13
PPPJUS     0061     001     0000000000000000.0D0 0000000000099999.0D0          283.4630000         1.308320D-03        -6.902150D-08         1.675800D-12         0.000000D+00
PPPJUS     0062     001     0000000000000000.0D0 0000000000099999.0D0          257.4290000         1.258570D-03        -1.113500D-07         6.123320D-12        -1.271520D-16
PPPJUS     0063     001     0000000000000000.0D0 0000000000099999.0D0          235.2750000         1.590590D-03        -9.205140D-08         2.003490D-12         0.000000D+00
PPPJUS     0066     001     0000000000000000.0D0 0000000000099999.0D0           89.5808500         1.466549D-03        -2.217720D-08         2.310920D-13        -9.099918D-19
PPPJUS     0071     001     0000000000000000.0D0 0000000000099999.0D0          705.5000000         3.579970D-03         8.094619D-06        -1.967750D-08         1.216980D-11
PPPJUS     0072     001     0000000000000000.0D0 0000000000099999.0D0          604.9180000         2.780990D-02        -4.626789D-05         3.358990D-08        -8.917550D-12
PPPJUS     0073     001     0000000000000000.0D0 0000000000099999.0D0          602.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0076     001     0000000000000000.0D0 0000000000099999.0D0          490.0388000         6.084099D-05         2.924760D-07        -2.320119D-11         4.564500D-16
PPPJUS     0077     001     0000000000000000.0D0 0000000000099999.0D0          394.4158000         2.111010D-03        -7.923069D-08         2.351569D-12        -2.713859D-17
PPPJUS     0078     001     0000000000000000.0D0 0000000000099999.0D0          321.8369000         2.280990D-03        -1.402710D-07         3.841880D-12        -5.363039D-17
PPPJUS     0082     001     0000000000000000.0D0 0000000000099999.0D0          257.9199000         6.208378D-04        -1.718400D-08         2.282680D-13         1.217070D-20
PPPJUS     0083     001     0000000000000000.0D0 0000000000099999.0D0          240.3276700         1.750891D-03        -3.319776D-07         3.098175D-11        -1.013304D-15
PPPJUS     0086     001     0000000000000000.0D0 0000000000099999.0D0          479.9529000         1.617630D-03        -4.522110D-08         0.000000D+00         0.000000D+00
PPPJUS     0088     001     0000000000000000.0D0 0000000000099999.0D0          705.8049300         4.226171D-03        -3.508414D-06         1.631973D-09        -2.713518D-13
PPPJUS     0089     001     0000000000000000.0D0 0000000000099999.0D0          659.9228700         1.509382D-03         1.604493D-08        -7.742374D-11         1.447932D-14
PPPJUS     0090     001     0000000000000000.0D0 0000000000099999.0D0          470.1005000         1.008762D-02        -5.587396D-06         1.734389D-09        -2.011111D-13
PPPJUS     0091     001     0000000000000000.0D0 0000000000099999.0D0          371.9358000         1.932420D-03        -8.529986D-08         2.375670D-12        -2.616249D-17
PPPJUS     0092     001     0000000000000000.0D0 0000000000099999.0D0          261.3628000         3.011860D-03        -5.636080D-07         6.791440D-11        -3.028480D-15
PPPJUS     0093     001     0000000000000000.0D0 0000000000099999.0D0          335.0999000         8.166667D-03        -5.666669D-06         0.000000D+00         0.000000D+00
PPPJUS     0094     001     0000000000000000.0D0 0000000000099999.0D0          264.9243000         2.269349D-03         3.017191D-07        -1.656882D-10         1.758906D-14
PPPJUS     0095     001     0000000000000000.0D0 0000000000099999.0D0          426.0178000         8.268859D-03        -2.409649D-05         3.493740D-08        -1.806209D-11
PPPJUS     0097     001     0000000000000000.0D0 0000000000099999.0D0          136.5280000         2.128320D-02        -3.412689D-05         2.883270D-08        -9.135489D-12
PPPJUS     0098     001     0000000000000000.0D0 0000000000099999.0D0          105.1246000         3.672752D-03        -3.301800D-07         2.043743D-11        -4.987698D-16
PPPJUS     0099     001     0000000000000000.0D0 0000000000099999.0D0           67.4415000         5.020536D-03        -1.124509D-06         1.439860D-10        -6.933198D-15
PPPJUS     0101     001     0000000000000000.0D0 0000000000099999.0D0          130.6639000         2.290688D-03        -2.354779D-07         1.855546D-11        -5.689697D-16
PPPJUS     0102     001     0000000000000000.0D0 0000000000099999.0D0           97.5507290         6.214246D-03        -5.315673D-06         3.541552D-09        -9.312565D-13
PPPJUS     0103     001     0000000000000000.0D0 0000000000099999.0D0          210.7079000         1.545053D-03        -1.586560D-07         1.221691D-11        -3.688747D-16
PPPJUS     0105     001     0000000000000000.0D0 0000000000099999.0D0            0.0125721        -1.268820D-05         8.511947D-09        -2.142290D-12         0.000000D+00
PPPJUS     0107     001     0000000000000000.0D0 0000000000099999.0D0          706.1500000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0108     001     0000000000000000.0D0 0000000000099999.0D0          715.1500000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0109     001     0000000000000000.0D0 0000000000099999.0D0          720.1500000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0110     001     0000000000000000.0D0 0000000000099999.0D0          457.3500000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0111     001     0000000000000000.0D0 0000000000099999.0D0          277.7998000         5.545858D-03        -1.635940D-06         2.809279D-10        -1.678190D-14
PPPJUS     0112     001     0000000000000000.0D0 0000000000099999.0D0          181.3700000         5.572077D-03        -1.605519D-06         2.839649D-10        -1.810620D-14
PPPJUS     0113     001     0000000000000000.0D0 0000000000099999.0D0           91.9200000         5.447879D-03        -1.462099D-06         1.930940D-10        -9.652018D-15
PPPJUS     0114     001     0000000000000000.0D0 0000000000099999.0D0           53.3324900         4.810840D-03        -2.401710D-06         8.988870D-10        -1.264110D-13
PPPJUS     0115     001     0000000000000000.0D0 0000000000099999.0D0           90.7000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0117     001     0000000000000000.0D0 0000000000099999.0D0          720.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0118     001     0000000000000000.0D0 0000000000099999.0D0          728.7500000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0119     001     0000000000000000.0D0 0000000000099999.0D0           11.5000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0120     001     0000000000000000.0D0 0000000000099999.0D0          555.2749000         5.494270D-02        -1.324800D-04         3.348320D-07         0.000000D+00
PPPJUS     0121     001     0000000000000000.0D0 0000000000099999.0D0          623.7668000         4.346800D-02        -3.235079D-04         1.354169D-06        -2.177330D-09
PPPJUS     0122     001     0000000000000000.0D0 0000000000099999.0D0          577.2000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0124     001     0000000000000000.0D0 0000000000099999.0D0           90.3000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0125     001     0000000000000000.0D0 0000000000099999.0D0          348.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0126     001     0000000000000000.0D0 0000000000099999.0D0          525.6289000         1.922870D-02        -1.569730D-05         0.000000D+00         0.000000D+00
PPPJUS     0127     001     0000000000000000.0D0 0000000000099999.0D0          356.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0129     001     0000000000000000.0D0 0000000000099999.0D0          137.8859000         4.399451D-03        -1.727514D-06         5.808887D-10        -7.346411D-14
PPPJUS     0130     001     0000000000000000.0D0 0000000000099999.0D0           98.6200000         2.287050D-02        -6.099929D-05         9.000286D-08        -4.979969D-11
PPPJUS     0131     001     0000000000000000.0D0 0000000000099999.0D0           86.9000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0132     001     0000000000000000.0D0 0000000000099999.0D0           90.3000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0133     001     0000000000000000.0D0 0000000000099999.0D0           45.0062000         3.888870D-02        -1.793510D-04         4.411140D-07        -3.980669D-10
PPPJUS     0134     001     0000000000000000.0D0 0000000000099999.0D0          254.2860000         7.362650D-04         1.376630D-05         4.947710D-07        -1.493300D-09
PPPJUS     0135     001     0000000000000000.0D0 0000000000099999.0D0          204.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0139     001     0000000000000000.0D0 0000000000099999.0D0          275.7000000         1.029800D-02        -1.264900D-05         1.342200D-08        -5.476300D-12
PPPJUS     0141     001     0000000000000000.0D0 0000000000099999.0D0          164.9948000         2.079611D-03        -2.607852D-07         2.163941D-11        -6.725418D-16
PPPJUS     0143     001     0000000000000000.0D0 0000000000099999.0D0           58.9370000         3.509800D-03        -1.326100D-06         3.141298D-10        -2.834600D-14
PPPJUS     0144     001     0000000000000000.0D0 0000000000099999.0D0           36.8989800         2.840500D-03        -1.919700D-07         4.916800D-12         0.000000D+00
PPPJUS     0148     001     0000000000000000.0D0 0000000000099999.0D0          328.2200000         2.197210D-02        -2.476300D-05         1.388550D-08        -2.920280D-12
PPPJUS     0153     001     0000000000000000.0D0 0000000000099999.0D0          307.9997000         2.659520D-02        -7.090000D-05         1.000000D-07         0.000000D+00
PPPJUS     0154     001     0000000000000000.0D0 0000000000099999.0D0           26.8991700         5.322865D-03        -2.761755D-06         7.556040D-10        -7.290784D-14
PPPJUS     0155     001     0000000000000000.0D0 0000000000099999.0D0          577.0000000         6.877187D-03        -2.099505D-06         3.629827D-10        -2.358950D-14
PPPJUS     0156     001     0000000000000000.0D0 0000000000099999.0D0          514.6558000         1.606860D-03        -2.552750D-07         2.885479D-11        -1.179780D-15
PPPJUS     0162     001     0000000000000000.0D0 0000000000099999.0D0          636.2000000         3.073000D-02        -1.553100D-04         5.084740D-07        -6.098659D-10
PPPJUS     0173     001     0000000000000000.0D0 0000000000099999.0D0          230.3000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0174     001     0000000000000000.0D0 0000000000099999.0D0          134.1190000         3.318770D-03        -3.092590D-07         2.152780D-11        -5.929500D-16
PPPJUS     0175     001     0000000000000000.0D0 0000000000099999.0D0          129.0440000         2.079740D-03        -5.270680D-08         6.664560D-13         2.231169D-17
PPPJUS     0180     001     0000000000000000.0D0 0000000000099999.0D0          440.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0181     001     0000000000000000.0D0 0000000000099999.0D0          356.2000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0182     001     0000000000000000.0D0 0000000000099999.0D0          398.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0183     001     0000000000000000.0D0 0000000000099999.0D0           90.3000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0184     001     0000000000000000.0D0 0000000000099999.0D0           90.3000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0189     001     0000000000000000.0D0 0000000000099999.0D0            4.1448100         5.542674D-03        -5.100707D-06         2.870954D-09        -6.078898D-13
PPPJUS     0192     001     0000000000000000.0D0 0000000000099999.0D0          375.5000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0193     001     0000000000000000.0D0 0000000000099999.0D0          255.1000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0195     001     0000000000000000.0D0 0000000000099999.0D0          248.4400000        -8.916670D-03         1.808330D-04        -8.333330D-07         1.266670D-09
PPPJUS     0196     001     0000000000000000.0D0 0000000000099999.0D0          302.1528000         7.490116D-02        -4.657609D-04         1.477600D-06        -1.757860D-09
PPPJUS     0203     001     0000000000000000.0D0 0000000000099999.0D0          727.9128000         1.747200D-02        -3.483929D-05         3.962970D-08        -1.641930D-11
PPPJUS     0204     001     0000000000000000.0D0 0000000000099999.0D0           42.1253100         9.904811D-05         1.064050D-07        -7.851932D-12        -9.908085D-16
PPPJUS     0215     001     0000000000000000.0D0 0000000000099999.0D0          111.8900000         6.969600D-03        -7.058700D-06         5.405600D-09        -1.535700D-12
PPPJUS     0217     001     0000000000000000.0D0 0000000000099999.0D0          359.0000000         1.058330D-01        -2.250000D-03         1.666669D-05         0.000000D+00
PPPJUS     0227     001     0000000000000000.0D0 0000000000099999.0D0          271.9598400         9.586649D-04         2.689362D-07        -8.032787D-11         6.303792D-15
PPPJUS     0228     001     0000000000000000.0D0 0000000000099999.0D0          245.9477000         3.512718D-03        -6.250795D-07         8.820066D-11        -4.800232D-15
PPPJUS     0229     001     0000000000000000.0D0 0000000000099999.0D0          160.7414000         1.121487D-03         7.133746D-10        -2.162161D-12         6.559734D-17
PPPJUS     0230     001     0000000000000000.0D0 0000000000099999.0D0          131.9748200         1.880510D-03        -8.991778D-08         5.685606D-12        -1.446500D-16
PPPJUS     0241     001     0000000000000000.0D0 0000000000099999.0D0          326.9963000         9.409822D-03        -1.350789D-05         1.202031D-08        -3.942526D-12
PPPJUS     0249     001     0000000000000000.0D0 0000000000099999.0D0          385.6416000         3.721305D-03        -1.452383D-06         5.330407D-10        -7.353243D-14
PPPJUS     0251     001     0000000000000000.0D0 0000000000099999.0D0          332.7979000         1.342970D-03         8.819558D-08        -1.627669D-11         0.000000D+00
PPPJUS     0252     001     0000000000000000.0D0 0000000000099999.0D0          284.1099000         4.425596D-03        -7.807600D-07         6.616599D-11         0.000000D+00
PPPJUS     0253     001     0000000000000000.0D0 0000000000099999.0D0          262.6806900         3.625232D-05         4.334346D-07        -6.412480D-11         2.975075D-15
PPPJUS     0257     001     0000000000000000.0D0 0000000000099999.0D0          232.6799000         1.970203D-03        -2.428907D-07         1.931554D-11        -5.888469D-16
PPPJUS     0261     001     0000000000000000.0D0 0000000000099999.0D0          171.3660000         2.415500D-03        -1.358320D-07         4.475900D-12        -5.738410D-17
PPPJUS     0262     001     0000000000000000.0D0 0000000000099999.0D0          393.7535000         9.701113D-03        -1.816271D-05         2.797302D-08        -1.857018D-11
PPPJUS     0267     001     0000000000000000.0D0 0000000000099999.0D0          126.7095000         2.183680D-03        -1.387899D-07         4.760128D-12        -6.141308D-17
PPPJUS     0276     001     0000000000000000.0D0 0000000000099999.0D0          202.5500000         2.670000D-02        -6.000000D-05         7.000000D-08        -3.000000D-11
PPPJUS     0277     001     0000000000000000.0D0 0000000000099999.0D0           22.5776300         7.527882D-03        -4.957306D-06         2.011310D-09        -3.008199D-13
PPPJUS     0278     001     0000000000000000.0D0 0000000000099999.0D0          223.8980000         4.570428D-03        -4.203010D-07         0.000000D+00         0.000000D+00
PPPJUS     0279     001     0000000000000000.0D0 0000000000099999.0D0           51.5524000         1.299401D-02        -5.904831D-06         1.838070D-09        -2.952532D-13
PPPJUS     0281     001     0000000000000000.0D0 0000000000099999.0D0          147.3500000         2.464600D-02        -6.665099D-05         9.443698D-08        -4.823700D-11
PPPJUS     0283     001     0000000000000000.0D0 0000000000099999.0D0           31.8136900         9.513520D-03        -9.871240D-06         7.387158D-09        -2.074139D-12
PPPJUS     0284     001     0000000000000000.0D0 0000000000099999.0D0            1.7648700         1.247130D-03        -1.467960D-07         1.302410D-11        -4.588920D-16
PPPJUS     0285     001     0000000000000000.0D0 0000000000099999.0D0           71.2633200         3.176414D-06         4.066210D-09        -5.774100D-14         2.904580D-19
PPPJUS     0286     001     0000000000000000.0D0 0000000000099999.0D0            1.5122210         1.441436D-03         1.710838D-08        -1.059521D-11         5.895831D-16
PPPJUS     0287     001     0000000000000000.0D0 0000000000099999.0D0           43.4773340         8.253817D-04        -2.148244D-08         3.987306D-13        -3.180525D-18
PPPJUS     0288     001     0000000000000000.0D0 0000000000099999.0D0            2.8393020         1.105776D-04         9.494451D-09        -3.608393D-13         3.887772D-18
PPPJUS     0290     001     0000000000000000.0D0 0000000000099999.0D0          527.0120000         6.703508D-02        -4.075388D-04         9.412500D-07         0.000000D+00
PPPJUS     0291     001     0000000000000000.0D0 0000000000099999.0D0          332.7979000         1.342970D-03         8.819558D-08        -1.627669D-11         0.000000D+00
PPPJUS     0292     001     0000000000000000.0D0 0000000000099999.0D0          284.1099000         4.425596D-03        -7.807600D-07         6.616599D-11         0.000000D+00
PPPJUS     0294     001     0000000000000000.0D0 0000000000099999.0D0          636.2000000         3.073000D-02        -1.553100D-04         5.084740D-07        -6.098659D-10
PPPJUS     0295     001     0000000000000000.0D0 0000000000099999.0D0          514.6558000         1.606860D-03        -2.552750D-07         2.885479D-11        -1.179780D-15
PPPJUS     0298     001     0000000000000000.0D0 0000000000099999.0D0          328.2200000         2.197210D-02        -2.476300D-05         1.388550D-08        -2.920280D-12
PPPJUS     0302     001     0000000000000000.0D0 0000000000099999.0D0          171.3660000         2.415500D-03        -1.358320D-07         4.475900D-12        -5.738410D-17
PPPJUS     0303     001     0000000000000000.0D0 0000000000099999.0D0          232.6799000         1.970203D-03        -2.428907D-07         1.931554D-11        -5.888469D-16
PPPJUS     0304     001     0000000000000000.0D0 0000000000099999.0D0          320.0000000         0.000000D+00         0.000000D+00         0.000000D+00         0.000000D+00
PPPJUS     0305     001     0000000000000000.0D0 0000000000099999.0D0          178.7070000         4.557740D-02        -3.172008D-04         1.185290D-06        -1.724730D-09
PPPJUS     0306     001     0000000000000000.0D0 0000000000099999.0D0          262.6806900         3.625232D-05         4.334346D-07        -6.412480D-11         2.975075D-15
PPPJUS     0308     001     0000000000000000.0D0 0000000000099999.0D0          577.0000000         6.877187D-03        -2.099505D-06         3.629827D-10        -2.358950D-14
PPPJUS     0310     001     0000000000000000.0D0 0000000000099999.0D0          112.8697000         3.401237D-03         1.298302D-06        -7.155989D-10         5.027503D-14
PPPJUS     0311     001     0000000000000000.0D0 0000000000099999.0D0          447.8964100         4.135600D-03        -9.000000D-07         0.000000D+00         0.000000D+00
PPPJUS     0312     001     0000000000000000.0D0 0000000000099999.0D0          409.4251000         6.416723D-03        -1.116953D-05         1.555069D-08        -8.509678D-12
PPPJUS     0314     001     0000000000000000.0D0 0000000000099999.0D0           81.8953800         7.387779D-04        -4.663054D-08         1.801256D-12        -2.486509D-17
PPPJUS     0315     001     0000000000000000.0D0 0000000000099999.0D0          323.9344000         1.268453D-02        -2.278620D-05         3.082272D-08        -1.725717D-11
